function,table_child
Func_c1_trial_conversion_customer_list,Dim_Suite
v_c1_pendo_feature_events,c1_pendo_pages
v_c1_pendo_feature_events,c1_pendo_features
v_c1_pendo_feature_events,c1_pendo_feature_events
Func_c1_trial_conversion_summary_backup,C1_Account_License
Func_Pre_Daily_Job_DQ,C1_Usage
Func_Pre_Daily_Job_DQ,C1_Entitlement_Daily
Func_Pre_Daily_Job_DQ,AWS_Channel_Daily
Func_Pre_Daily_Job_DQ,MAK_Channel_Daily
Func_Pre_Daily_Job_DQ,c1ns_daily_report
Func_Pre_Daily_Job_DQ,C1_Account_Mapping
Func_V1_haha,CLP_Account_UBT_Daily
Func_V1_haha,CLP_Account_License
Func_C1_Account_Mapping_2021,C1_Usage
Func_C1_Account_Mapping_2021,DS_Feedback_Main
Func_C1_Account_Mapping_2021,c1_subscription_lifecycle
Func_C1_Account_Mapping_2021,REV_Sales_Inv_Lines_AWSM
Func_C1_Account_Mapping_2021,CUS_Account_Key_Map
Func_C1_Account_Mapping_2021,awsm_daily_usage
Func_C1_Account_Mapping_2021,C1_entitlement_dump20210728
Func_C1_Account_Mapping_2021,C1_Account_Mapping
Func_C1WS_From_DS_Daily,DS_Client_OS_Type
Func_C1WS_From_DS_Daily,DS_Host_Recent_60_Days
Func_C1WS_From_DS_Daily,DS_Feedback_Main
Func_C1WS_From_DS_Daily,DS_Host_Before_60_Days
Func_C1WS_From_DS_Daily,DS_Product_Type
Vision_One_Account_App_Usage_Trending_Detection_Model_Management_API,slog_category
Poseidon_Credit_Allocation_Daily_Snapshot,Poseidon_CompanyIdentities
Poseidon_Credit_Allocation_Daily_Snapshot,Poseidon_UserCreditAllocationDailySnapshot
from_housecall_tav_user_metrics,terra_ccworder
from_housecall_tav_user_metrics,telemetry_collector
from_housecall_tav_user_metrics,t_license_snapshot_ext
Poseidon_Voucher_Lines,Poseidon_VoucherSourceIdentity
Poseidon_Voucher_Lines,Poseidon_VoucherCreditRightResultActivity
Poseidon_Voucher_Lines,Poseidon_VoucherTemplate
Poseidon_Voucher_Lines,Poseidon_RightResult
Poseidon_Voucher_Lines,Poseidon_VoucherSource
Poseidon_Voucher_Lines,Poseidon_StockTransaction
Poseidon_Voucher_Lines,Poseidon_CompanyIdentities
Poseidon_Voucher_Lines,Poseidon_SourceType
Poseidon_Voucher_Lines,Poseidon_RightCollectionMappingRight
Poseidon_Voucher_Lines,Poseidon_VoucherTermForCredit
Poseidon_Voucher_Lines,Poseidon_Voucher
Poseidon_Voucher_Lines,Poseidon_Stock
Poseidon_Voucher_Lines,Poseidon_RightCollection
Poseidon_Voucher_Lines,Poseidon_CreditVoucherContent
is_tc_log_format_correct,telemetry_collector
v_msp_pendo_page_events,msp_pendo_pages
v_msp_pendo_page_events,msp_pendo_page_events
v_msp_pendo_guide_events,msp_pendo_guides
v_msp_pendo_guide_events,msp_pendo_guide_events
v_msp_pendo_guide_events,msp_pendo_pages
v_msp_pendo_guide_events,msp_pendo_poll_events
is_tc_log_sandbox_format_correct,telemetry_collector_sandbox
mobilesecurity_user_base_by_channel,t_mobile_snapshot
mobilesecurity_user_base_by_channel,telemetry_collector
v_msp_pendo_feature_events,msp_pendo_features
v_msp_pendo_feature_events,msp_pendo_pages
v_msp_pendo_feature_events,msp_pendo_feature_events
computer,wfbss_computer
Func_BPG_CAS_Invoice,REV_Sales_Inv_Lines
Func_BPG_CAS_Invoice,REV_Sales_Inv_SubLines_LMP
Func_BPG_CAS_Invoice,REV_Sales_Inv_Lines_Extend_NABU
Func_BPG_CAS_Invoice,REV_Sales_Inv_Lines_LMP
Func_BPG_CAS_Invoice,CUS_Account_Profile
Func_BPG_CAS_Invoice,CDE_Product_Hierarchy
Func_BPG_CAS_Invoice,REV_Sales_Inv_SubLines
Func_V1_omg,Deployed_Endpoint_Sensor_Count_Detail
vw_C1_Entitlement_Daily_Extend,C1_Usage
vw_C1_Entitlement_Daily_Extend,C1_Entitlement_Daily
vw_C1_Entitlement_Daily_Extend,MAK_Channel_Daily
vw_C1_Entitlement_Daily_Extend,C1_Account_Mapping
vw_C1_Usage_Extend,C1_Usage
vw_C1_Usage_Extend,MAK_Channel_Daily
vw_C1_Usage_Extend,C1_Account_Mapping
vw_C1_Account_Usage_Daily,C1_Account_Usage_Daily
Func_C1_Deployed_Ins_exp,C1_Account_Usage_Daily
Func_C1_Deployed_Ins_exp,C1_Account_License
Func_G_Link_CLP_Account_Suggestion,CUS_Registered_Account_Profile
Func_G_Link_CLP_Account_Suggestion,REV_Sales_Inv_Lines
Func_G_Link_CLP_Account_Suggestion,CUS_CLP_AC_Mapping
Func_G_Link_CLP_Account_Suggestion,REV_Sales_Inv_SubLines
v_c1_cloud_accounts_fact_table,c1_cloud_accounts_fact_table
vw_C1_Cloud_Accounts,c1_cloud_accounts
vw_C1_NSVA,c1ns_daily_report
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_Lines
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_SubLines_LMP
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_Lines_AWSM
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_Lines_Extend_NABU
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_Lines_LMP
Func_BPG_DS_C1WS_Invoice,CUS_Account_Profile
Func_BPG_DS_C1WS_Invoice,CDE_Product_Group_Level2
Func_BPG_DS_C1WS_Invoice,CDE_Product_Hierarchy
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_SubLines
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,DS_Host_Recent_60_Days
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,DS_Feedback_Main_Monthly
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,DS_Host_Plugin_AM_Realtime_Scan
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,Account_Intelligence
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,CDE_Product_Group_Level2
Func_BPG_DS_C1WS_Module_Enabled_Count,DS_Host_Recent_60_Days
Func_BPG_DS_C1WS_Module_Enabled_Count,DS_Feedback_Main_Monthly
Func_BPG_DS_C1WS_Module_Enabled_Count,Account_Intelligence
Func_BPG_DS_C1WS_Module_Enabled_Count,CDE_Product_Group_Level2
Func_BPG_DS_C1WS_Agent_Version,DS_Host_Recent_60_Days
Func_BPG_DS_C1WS_Agent_Version,DS_Feedback_Main_Monthly
Func_BPG_DS_C1WS_Agent_Version,Account_Intelligence
Func_BPG_DS_C1WS_Agent_Version,DS_Connector_DSVA
Func_BPG_DS_C1WS_Agent_Version,CDE_Product_Group_Level2
Func_BPG_DS_C1WS_Server_Tenant,DS_Host_Recent_60_Days
Func_BPG_DS_C1WS_Server_Tenant,DS_Feedback_Main_Monthly
Func_BPG_DS_C1WS_Server_Tenant,Account_Intelligence
Func_BPG_DS_C1WS_Server_Tenant,CDE_Product_Group_Level2
Func_CUS_CLP_MAK_Delta,Change_Log_CUS_CLP_MAK
vw_C1_Usage_Extend_exp,C1_Usage
vw_C1_Usage_Extend_exp,MAK_Channel_Daily
vw_C1_Usage_Extend_exp,C1_Account_Mapping
msp_pendo_events_flattened,msp_pendo_features
msp_pendo_events_flattened,msp_pendo_guides
msp_pendo_events_flattened,msp_pendo_pages
msp_pendo_events_flattened,msp_pendo_track_types
adf_get_autorenew_sn_changes,autorenew_sn_daily
adf_get_autorenew_sn_changes,connext_licenses
adf_get_autorenew_sn_changes,t_license_snapshot_ext
TrialWeeklyNumber,t_license_snapshot_ext
etl_get_hns_sdk_weekly_report_metrics,hns_sdk_nec_licenses
etl_get_hns_sdk_weekly_report_metrics,etl_diamond_hkbn_licenses
etl_get_hns_sdk_weekly_report_metrics,etl_dpi_licenses
etl_get_hns_sdk_weekly_report_metrics,hns_station_log
etl_get_hns_sdk_weekly_report_metrics,etl_dpi_linksys_licenses
etl_get_hns_sdk_weekly_report_metrics,etl_dpi_nec_licenses
etl_biz_keys_by_product_test,connextv2_entitlements
etl_biz_keys_by_product_test,etl_connextv2_packages
etl_biz_keys_by_product_test,connext_packages
etl_biz_keys_by_product_test,etl_tmms_licenses
etl_biz_keys_by_product_test,terra_ccworder
etl_biz_keys_by_product_test,connext_licenses
etl_biz_keys_by_product_test,etl_ccw_ak_pool
etl_biz_keys_by_product_test,vodafone_license
etl_get_titanium_weekly_report_metrics,t_license_snapshot_ext_daily
etl_get_titanium_weekly_report_metrics,product_channel_sourceid
etl_get_titanium_weekly_report_metrics,eclog
etl_get_titanium_weekly_report_metrics,country_alias
etl_get_product_channel_user_summary,product_channel_user_summary
etl_get_product_channel_user_summary_y_axis,product_channel_user_summary
etl_get_pwp_weekly_report_metrics,product_channel_sourceid
etl_get_pwp_weekly_report_metrics,telemetry_collector
etl_get_pwp_weekly_report_metrics,pwp_user
etl_get_pwp_weekly_report_metrics,country_alias
adf_get_pwp_conversion_rate,pwp_user
adf_get_pwp_conversion_rate,country_alias
etl_get_cleaneronepro_weekly_report_metrics,t_license_snapshot_ext_daily
etl_get_cleaneronepro_weekly_report_metrics,product_channel_sourceid
etl_get_cleaneronepro_weekly_report_metrics,eclog
etl_get_cleaneronepro_weekly_report_metrics,country_alias
etl_get_antivirusone_weekly_report_metrics,telemetry_collector
etl_get_antivirusone_weekly_report_metrics,country_alias
etl_get_antivirusone_weekly_report_metrics,antivirusone_user_daily
adf_get_antivirusone_conversion_rate,country_alias
adf_get_antivirusone_conversion_rate,antivirusone_user_daily
etl_get_vodafone_metrics,telemetry_collector
etl_get_vodafone_metrics,etl_ccw_ak_pool
etl_get_vodafone_metrics,etl_ccw2_ph_dpm_device
etl_get_vodafone_metrics,vodafone_license
etl_get_telstra_metrics,telstra_order_items
etl_get_telstra_metrics,connext_packages
etl_get_telstra_metrics,connext_seats
etl_get_telstra_metrics,connext_licenses
etl_get_legalshield_latest_subscription_count,partner_integration_report
etl_get_telstra_product_installs,connext_packages
etl_get_telstra_product_installs,tm_account
etl_get_telstra_product_installs,connext_seats
etl_get_telstra_product_installs,connext_licenses
etl_get_telstra_product_installs,pwm_feature_usage
etl_get_legalshield_product_installs,legalshield_licenses
etl_get_legalshield_product_installs,connext_packages
etl_get_legalshield_product_installs,tm_account
etl_get_legalshield_product_installs,connext_seats
etl_get_legalshield_product_installs,connext_licenses
etl_get_legalshield_product_installs,pwm_feature_usage
etl_get_titanium_cessp_weekly_report_metrics,etl_tmos_packageproduct
etl_get_titanium_cessp_weekly_report_metrics,etl_tmos_jp_purchasehistory
etl_get_titanium_cessp_weekly_report_metrics,etl_tmos_merchant_package_mapping
etl_get_titanium_cessp_weekly_report_metrics,etl_tmos_packagelicense
etl_get_titanium_cessp_weekly_report_metrics,etl_tmos_purchasehistory
etl_get_titanium_cessp_weekly_report_metrics,eclog
etl_get_titanium_cessp_weekly_report_metrics,etl_tmos_jp_packagelicense
etl_get_titanium_cessp_weekly_report_metrics,country_alias
etl_get_titanium_cessp_weekly_report_metrics,etl_tmos_merchant
etl_get_titanium_bby_weekly_report_metrics,License_Subscription_Daily
etl_get_antivirusone_untracked_report_metrics,etl_apple_store_subscription
etl_get_antivirusone_untracked_report_metrics,product_channel_user_summary
etl_get_antivirusone_untracked_report_metrics,country_alias
etl_get_antivirusone_untracked_report_metrics,tz_country
etl_get_cleaneronepro_appstore_weekly_report_metrics,etl_apple_store_subscription
etl_get_cleaneronepro_appstore_weekly_report_metrics,product_channel_user_summary
etl_get_cleaneronepro_appstore_weekly_report_metrics,telemetry_collector
etl_get_cleaneronepro_appstore_weekly_report_metrics,tc_unique_device
etl_get_cleaneronepro_appstore_weekly_report_metrics,country_alias
etl_get_cleaneronepro_appstore_weekly_report_metrics,tz_country
etl_get_tmc_weekly_report_metrics,product_channel_sourceid
etl_get_tmc_weekly_report_metrics,tmc_event_v2
etl_get_tmc_weekly_report_metrics,tmc_user
etl_get_tmc_weekly_report_metrics,telemetry_collector
etl_get_tmc_weekly_report_metrics,country_alias
adf_get_idsecurity_user,tc_sn_device
adf_get_idsecurity_user,idsafe_licenses
adf_get_idsecurity_user,tm_account
adf_get_idsecurity_user,product_channel_sourceid
adf_get_idsecurity_user,tc_unique_device
etl_get_titanium_tmms_weekly_report_metrics,t_license_snapshot_ext_daily
etl_get_titanium_tmms_weekly_report_metrics,mobilesecurity_user_daily
etl_get_titanium_tmms_weekly_report_metrics,telemetry_collector
etl_get_titanium_tmms_weekly_report_metrics,country_alias
etl_get_diamond_weekly_report_metrics,diamond_config
etl_get_diamond_weekly_report_metrics,diamond_station_log
etl_get_diamond_weekly_report_metrics,country_alias
etl_get_diamond_weekly_report_metrics,diamond_license
adf_get_tmms_conversion_rate,mobilesecurity_user_daily
adf_get_tmms_conversion_rate,country_alias
etl_get_ids_mkt_dashboard,idsecurity_user
etl_get_ids_mkt_dashboard,country_alias
adf_get_hns_sdk_conversion_rate,hns_sdk_nec_licenses
adf_get_titanium_ar_enable_rate_overall,t_license_snapshot_ext_daily
adf_get_titanium_ar_enable_rate_overall,country_alias
adf_get_titanium_ar_enable_rate_amea_americas_europe,t_license_snapshot_ext_daily
adf_get_titanium_ar_enable_rate_amea_americas_europe,country_alias
adf_get_titanium_valid_trial_users,t_license_snapshot_ext_daily
adf_get_titanium_valid_trial_users,product_channel_sourceid
adf_get_titanium_valid_trial_users,country_alias
adf_get_titanium_valid_paid_users,t_license_snapshot_ext_daily
adf_get_titanium_valid_paid_users,product_channel_sourceid
adf_get_titanium_valid_paid_users,country_alias
adf_get_titanium_conversion_rate,t_license_snapshot_ext_daily
adf_get_titanium_conversion_rate,tm_account
adf_get_titanium_conversion_rate,product_channel_sourceid
adf_get_titanium_conversion_rate,country_alias
adf_get_diamond_ar_enable_rate_overall,tm_account
adf_get_diamond_ar_enable_rate_overall,diamond_config
adf_get_diamond_ar_enable_rate_overall,country_alias
adf_get_diamond_ar_enable_rate_overall,diamond_license
UMH_browser_UNprotected,telemetry_collector_ti
JapanXFullRenew,t_license_snapshot_ext_daily
JapanXFullRenew,JapanXFullUser_2011to2208
JapanXFullRenew,product_channel_sourceid
JapanXFullRenew,R2112N2112UserStatus_Engage_d
JapanXFullRenew,t_license_snapshot_ext
R2301User,telemetry_collector_ti
R2301User,tm_account
R2301User,t_license_snapshot_ext
etl_get_ids_weekly_report_metrics,tc_sn_device
etl_get_ids_weekly_report_metrics,idsafe_licenses_daily
etl_get_ids_weekly_report_metrics,product_channel_sourceid
etl_get_ids_weekly_report_metrics,idsecurity_user_daily
etl_get_ids_weekly_report_metrics,telemetry_collector
etl_get_ids_weekly_report_metrics,country_alias
etl_get_tmms_weekly_report_active_licenses,mobilesecurity_user
etl_get_tmms_weekly_report_active_licenses,tm_account
etl_get_tmms_weekly_report_active_licenses,telemetry_collector
etl_get_tmms_weekly_report_active_licenses,country_alias
Ti1773NSSInstallFunnel,telemetry_collector_ti
Ti1773R22Q4SystemCheckSource,telemetry_collector_ti
Ti1773R22Q4GetSNFromDns,telemetry_collector_ti
platinum_titanium_settings_status_get_column_count,platinum_titanium_settings_status
etl_get_pwm_local_mode_user,tc_unique_device
CarbonPageRatingPopup,telemetry_collector_carbon
JapanXFullRenewDetail,telemetry_collector_ti
JapanXFullRenewDetail,R2112N2112UserStatus_Engage_d
JapanXFullRenewDetail,t_license_snapshot_ext
get_cleaneronepro_user,product_channel_sourceid
get_cleaneronepro_user,telemetry_collector
get_cleaneronepro_user,tc_unique_device
get_cleaneronepro_user,apple_store_server_notification_v1
etl_get_tmms_mkt_dashboard,mobilesecurity_user_daily
etl_get_tmms_mkt_dashboard,country_alias
CarbonHttpsBlockingPage,telemetry_collector
CarbonHttpsBlockingPage,ti_wrs_mapping
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test2,Dim_Customer_Info
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test2,Dim_Product
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test2,Ref_Customer_Value_Range_Base
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test2,Dim_Region_BU
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test2,Fact_Sold_Output_Data
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test2,Ref_Valid_Customer_Details_Suite_L2
Fn_Active_Customer_By_Suite_Annual_Value_Range,Dim_Customer_Info
Fn_Active_Customer_By_Suite_Annual_Value_Range,Dim_Product
Fn_Active_Customer_By_Suite_Annual_Value_Range,Ref_Customer_Value_Range_Base
Fn_Active_Customer_By_Suite_Annual_Value_Range,Dim_Region_BU
Fn_Active_Customer_By_Suite_Annual_Value_Range,Fact_Sold_Output_Data
Fn_Active_Customer_By_Suite_Annual_Value_Range,Ref_Valid_Customer_Details_Suite_L2
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test3,Dim_Customer_Info
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test3,Dim_Product
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test3,Ref_Customer_Value_Range_Base
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test3,Dim_Region_BU
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test3,Fact_Sold_Output_Data
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test3,Ref_Valid_Customer_Details_Suite_L2
Fn_Active_Customer_By_Suite_Annual_Value_Range_Ling,Dim_Customer_Info
Fn_Active_Customer_By_Suite_Annual_Value_Range_Ling,Dim_Product
Fn_Active_Customer_By_Suite_Annual_Value_Range_Ling,Ref_Customer_Value_Range_Base
Fn_Active_Customer_By_Suite_Annual_Value_Range_Ling,Dim_Region_BU
Fn_Active_Customer_By_Suite_Annual_Value_Range_Ling,Fact_Sold_Output_Data
Fn_Active_Customer_By_Suite_Annual_Value_Range_Ling,Ref_Valid_Customer_Details_Suite_L2
exampleFun,exapmpletable
v_tabledetail,tabledetail
v_tableusage,tableusage
ingest_AzureCostdaily,_AzureCostdaily
azurecost,FIN_ExchangeRate_Corp
azurecost,AnalyticsOne_Cost
azurecost,Cost_Mapping
azurecost,AzureCostdaily
v_databricks_cost,FIN_ExchangeRate_Corp
v_databricks_cost,databricks_cost
databricks_cost_etl,AzureCostdaily
lingfiltertest,filter_log
Partner_Revenue,REV_Sales_CrMemo_Lines
Partner_Revenue,SCH_Sales_Rep
Partner_Revenue,REV_Sales_CrMemo_Lines_Extend_NABU
Partner_Revenue,REV_Sales_Inv_Lines
Partner_Revenue,REV_Sales_Inv_Lines_Extend_NABU
Partner_Revenue,CUS_Account_Profile
Partner_Revenue,CDE_Product_Hierarchy
Partner_Revenue,SCH_Partner_Account
Onboard_Customer_Trending,CLP_Account_UBT_Daily
etl_get_pwp_mkt_dashboard,pwp_user
etl_get_pwp_mkt_dashboard,country_alias
etl_get_cleaneronepro_mkt_dashboard,t_license_snapshot_ext_daily
etl_get_cleaneronepro_mkt_dashboard,tc_unique_device
etl_get_cleaneronepro_mkt_dashboard,country_alias
adf_get_titanium_monthly_active_device_count_test,t_license_snapshot_ext_daily
adf_get_titanium_monthly_active_device_count_test,eclog
adf_get_titanium_monthly_active_device_count_test,country_alias
adf_get_titanium_monthly_active_device_count_non_japan,t_license_snapshot_ext_daily
adf_get_titanium_monthly_active_device_count_non_japan,eclog
adf_get_titanium_monthly_active_device_count_non_japan,country_alias
adf_get_titanium_monthly_active_device_count_japan,t_license_snapshot_ext_daily
adf_get_titanium_monthly_active_device_count_japan,eclog
adf_get_titanium_monthly_active_device_count_japan,country_alias
CSHS_Baseline,telemetry_collector_ti
etl_get_titanium_cesspv1_weekly_report_metrics,etl_cessp_vendors
etl_get_titanium_cesspv1_weekly_report_metrics,etl_tmos_purchasehistory
etl_get_titanium_cesspv1_weekly_report_metrics,eclog
etl_get_titanium_cesspv1_weekly_report_metrics,etl_cessp_licenses
etl_get_titanium_cesspv1_weekly_report_metrics,country_alias
etl_get_idsecurity_licenses,idsafe_licenses
etl_get_idsecurity_licenses,tm_account
etl_get_idsecurity_licenses,product_channel_sourceid
etl_get_idsecurity_licenses,telemetry_collector
etl_get_tc_event_time_span_log_date,tc_event_timespan
etl_get_tc_event_time_span_log_date,tc_event_timespan_config
etl_get_tc_event_time_span_log_date,telemetry_collector
etl_get_tc_event_time_span_event_date,tc_event_timespan
etl_get_tc_event_time_span_event_date,tc_event_timespan_config
etl_get_tc_event_time_span_event_date,telemetry_collector
adf_get_idsecurity_user_snapshot_date,tc_sn_device
adf_get_idsecurity_user_snapshot_date,tm_account
adf_get_idsecurity_user_snapshot_date,idsafe_licenses_daily
adf_get_idsecurity_user_snapshot_date,product_channel_sourceid
adf_get_idsecurity_user_snapshot_date,tc_unique_device
adf_get_cleaneronepro_conversion_rate,cleaneronepro_user_daily
adf_get_cleaneronepro_conversion_rate,country_alias
BNS_7d_stage,telemetry_collector_ti
etl_get_titanium_installation_count_mkt_dashboard,t_license_snapshot_ext_daily
etl_get_titanium_installation_count_mkt_dashboard,country_alias
etl_get_titanium_cessp_installation_count_mkt_dashboard,etl_tmos_jp_purchasehistory
etl_get_titanium_cessp_installation_count_mkt_dashboard,etl_tmos_merchant_package_mapping
etl_get_titanium_cessp_installation_count_mkt_dashboard,etl_tmos_packagelicense
etl_get_titanium_cessp_installation_count_mkt_dashboard,etl_tmos_purchasehistory
etl_get_titanium_cessp_installation_count_mkt_dashboard,etl_tmos_jp_packagelicense
etl_get_titanium_cessp_installation_count_mkt_dashboard,country_alias
etl_get_titanium_cessp_installation_count_mkt_dashboard,etl_tmos_merchant
adf_get_idsecurity_user_test,tc_sn_device
adf_get_idsecurity_user_test,idsafe_licenses
adf_get_idsecurity_user_test,tm_account
adf_get_idsecurity_user_test,product_channel_sourceid
adf_get_idsecurity_user_test,tc_unique_device
R2303User,telemetry_collector_ti
R2303User,tm_account
R2303User,t_license_snapshot_ext
adf_get_ids_conversion_rate_test,tc_sn_device
adf_get_ids_conversion_rate_test,idsafe_licenses_daily
adf_get_ids_conversion_rate_test,idsecurity_user_test
adf_get_ids_conversion_rate_test,country_alias
etl_get_antivirusone_mkt_dashboard,antivirusone_user
etl_get_antivirusone_mkt_dashboard,country_alias
GetLastJobs,IndexLog
GetMergingTables,IndexLog
GetPendingJobs,IndexLog
GetMergeJob,IndexLog
Fn_Customer_Churn_Rate,Customer_Churn_Tags
adf_get_titanium_ar_enable_rate_japan,t_license_snapshot_ext_daily
adf_get_titanium_mau,t_license_snapshot_ext_daily
adf_get_titanium_mau,product_channel_sourceid
adf_get_titanium_mau,eclog
adf_get_titanium_mau,country_alias
adf_get_titanium_wau,t_license_snapshot_ext_daily
adf_get_titanium_wau,product_channel_sourceid
adf_get_titanium_wau,eclog
adf_get_titanium_wau,country_alias
Ti177CesspJPInstallFunnel,telemetry_collector_ti
Ti177CesspJPSiaGetSNFromDNS,telemetry_collector_ti
CLP_Account_License_Extend,CLP_Account_License
autorenew_droppoint,t_license_snapshot_ext_daily
autorenew_droppoint,terra_ccworder
autorenew_droppoint,autorenew_sn_changes
CarbonPrivacyScanner,telemetry_collector
CLP_Account_CES,CLP_Account_CES_Daily
adf_get_tmc_user,product_channel_sourceid
adf_get_tmc_user,tmc_event_v2
adf_get_tmc_user,tmc_user
adf_get_tmc_user,telemetry_collector
CarbonEmailDefenderActiveUser,EmailDefenderActiveUser
etl_biz_keys_by_product,connextv2_entitlements
etl_biz_keys_by_product,etl_connextv2_packages
etl_biz_keys_by_product,connext_packages
etl_biz_keys_by_product,etl_tmms_licenses
etl_biz_keys_by_product,terra_ccworder
etl_biz_keys_by_product,connext_licenses
etl_biz_keys_by_product,etl_ccw_ak_pool
etl_biz_keys_by_product,vodafone_license
TrialUserMonthlyReport,product_channel_sourceid
TrialUserMonthlyReport,TiTrialUser2101to2302
tables_new_ingestion_count,FCT_DailyReport_V2
tables_new_ingestion_count,idsecurity_user
tables_new_ingestion_count,idsecurity_user_daily
tables_new_ingestion_count,License_Subscription_Daily
tables_new_ingestion_count,email_campaign_event_raw
YanRequestNSSBaseline,telemetry_collector_ti
YanRequestNSSBaseline,product_channel_sourceid
YanRequestNSSBaseline,t_license_snapshot_ext
R2209User,telemetry_collector_ti
R2209User,t_license_snapshot_ext
etl_get_cleaneronepro_store_user,product_channel_sourceid
etl_get_cleaneronepro_store_user,telemetry_collector
etl_get_cleaneronepro_store_user,tc_unique_device
etl_get_cleaneronepro_store_user,apple_store_server_notification_v1
Product_Usage_Account_DS_C1WS_Guids,DS_Host_Recent_60_Days
Product_Usage_Account_DS_C1WS_Guids,DS_Feedback_Main_Monthly
Product_Usage_Account_DS_C1WS_Guids,DS_Product_Type
R2209FirstPayGuardUsage,telemetry_collector_ti
Product_Usage_Account_DS_C1WS_Head,DS_Host_Recent_60_Days
Product_Usage_Account_DS_C1WS_Head,DS_Feedback_Main
Product_Usage_Account_DS_C1WS_Head,DS_Feedback_Main_Monthly
Product_Usage_Account_DS_C1WS_Head,Account_Intelligence
Product_Usage_Account_DS_C1WS_Head,DS_Product_Type
R2208User,telemetry_collector_ti
R2208User,t_license_snapshot_ext
Product_Usage_Account_DS_C1WS_Module,Account_Intelligence
Ti1773R22Q4InstallFunnel,telemetry_collector_ti
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version_Build,DS_Host_Recent_60_Days
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version_Build,DS_Feedback_Main_Monthly
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version_Build,DS_Product_Type
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version_Build,DS_Connector_DSVA
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version,DS_Host_Recent_60_Days
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version,DS_Host_Before_60_Days
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version,DS_Feedback_Main_Monthly
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version,DS_Product_Type
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version,DS_Connector_DSVA
CarbonBlockingPageBuyNow,telemetry_collector_ti
CarbonBlockingPageBuyNow,telemetry_collector
CarbonBlockingPageBuyNow,t_license_snapshot_ext
adf_get_titanium_dau,t_license_snapshot_ext_daily
adf_get_titanium_dau,product_channel_sourceid
adf_get_titanium_dau,eclog
adf_get_titanium_dau,country_alias
TitaniumDailyUserUpdate,t_license_snapshot_ext_daily
TitaniumDailyUserUpdate,t_license_snapshot_ext
R2203MCPadBtn,telemetry_collector_ti
CarbonPageRating,telemetry_collector
CarbonFirstSeePageRatingTime,telemetry_collector
CarbonTi_R202204_ToolbarUninstall,carbon_toolbar_uninstall_survey_mapping
CarbonTi_R202204_ToolbarUninstall,carbon_toolbar_uninstall_survey
CarbonTi_R202204_ToolbarUninstall,telemetry_collector
get_antivirusone_user,product_channel_sourceid
get_antivirusone_user,telemetry_collector
get_antivirusone_user,tc_unique_device
get_antivirusone_user,apple_store_server_notification_v1
rls_telemetry_collector_ti,telemetry_collector_ti
rls_telemetry_collector_ti_sandbox,telemetry_collector_ti_sandbox
VBValidUser,telemetry_collector_ti
VBValidUser,t_license_snapshot_ext_daily
TitaniumAutoRenew,t_license_snapshot_ext_daily
TitaniumAutoRenew,product_channel_sourceid
AMSFeedback,telemetry_collector
MobileActivated,telemetry_collector_ti
MobileActivated,tm_account
MobileActivated,telemetry_collector
MobileActivated,t_license_snapshot_ext
TitaniumAUDashboard,telemetry_collector_ti
CarbonEmailDefenderFunnel,EmailDefenderActiveUser
CarbonEmailDefenderFunnel,telemetry_collector
Ti177UsersAfterR2203,telemetry_collector_ti
CarbonDarkMode,telemetry_collector
rls_autorenew_sn_daily,autorenew_sn_daily
R22XXUser,telemetry_collector_ti
TitaniumInstallationReport,telemetry_collector_ti
